name,manufacturer,location,short_description,class,sys_updated_on,asset,tag,assigned,assigned_to,attested,can_print,category,assignment_group,company,cost,cost_center,cost_cc,sys_created_on,sys_created_by,dns_domain,department,discovery_source,sys_domain,sys_domain_path,fault_count,first_discovered,install_status,install_date,invoice_number,model_id,model_number,monitor,last_discovered,operational_status,po_number,product_instance_id,purchase_date,unverified,serial_number,skip_sync,subcategory,sys_class_path,sys_updated_by,sys_mod_count,vendor,warranty_expiration
"MacBook Pro 17""",Apple,"248 Abbotsford Road, Brisbane",,Computer,2024-05-16 12:38:10,"P1000752 - Apple MacBook Pro 17""",P1000752,2022-06-11 1:00:00,Darrell Amrich,FALSE,FALSE,Hardware,,ACME Australia,"2,499.99",Customer Support,USD,2012-02-18 0:13:51,admin,,Customer Support,,global,/,0,,Installed,2022-02-19 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100005,,2021-10-20,FALSE,LUA-195-C77598-HU,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-02-19
"MacBook Pro 17""",Apple,"815 E Street, San Diego,CA",,Computer,2024-05-16 12:38:09,"P1000881 - Apple MacBook Pro 17""",P1000881,2023-03-07 23:00:00,Jacklyn Emayo,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:14:12,admin,,Customer Support,,global,/,0,,Installed,2022-12-24 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100009,,2022-10-20,FALSE,OIH-838-V56747-HK,FALSE,Computer,/!!/!2/!(,system,7,Apple,2025-12-24
"MacBook Pro 17""",Apple,"27, Boulevard Vitton, Paris",,Computer,2024-05-16 12:38:09,"P1000767 - Apple MacBook Pro 17""",P1000767,2023-04-22 0:00:00,Rena Griffeth,FALSE,FALSE,Hardware,,ACME France,"2,499.99",Customer Support,USD,2012-02-18 0:14:12,admin,,Customer Support,,global,/,0,,Installed,2023-02-01 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100009,,2022-10-20,FALSE,PKI-227-W96750-OW,FALSE,Computer,/!!/!2/!(,system,6,Apple,2026-02-01
"MacBook Pro 17""",Apple,"3 Whitehall Court, London",,Computer,2024-05-16 12:38:09,"P1000857 - Apple MacBook Pro 17""",P1000857,2022-08-31 0:00:00,Darrel Tork,FALSE,FALSE,Hardware,,ACME UK,"2,499.99",Customer Support,USD,2012-02-18 0:13:55,admin,,Customer Support,,global,/,0,,Installed,2022-03-22 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100006,,2022-02-20,FALSE,XOQ-691-T12927-UK,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-03-21
"MacBook Pro 17""",Apple,"248 Abbotsford Road, Brisbane",,Computer,2024-05-16 12:38:14,"P1000747 - Apple MacBook Pro 17""",P1000747,2022-05-16 1:00:00,Naomi Mcraven,FALSE,FALSE,Hardware,,ACME Australia,"2,499.99",Customer Support,USD,2012-02-18 0:13:48,admin,,Customer Support,,global,/,0,,Installed,2021-12-28 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100005,,2021-10-20,FALSE,XXK-442-Q75169-SL,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-12-28
"MacBook Pro 17""",Apple,"8306 Mills Drive, Miami,FL",,Computer,2024-05-16 12:38:16,"P1000866 - Apple MacBook Pro 17""",P1000866,2022-12-15 23:00:00,Sean Bonnet,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:14:08,admin,,Customer Support,,global,/,0,,Installed,2022-10-10 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100008,,2022-08-20,FALSE,PEK-472-W28042-SV,FALSE,Computer,/!!/!2/!(,system,7,Apple,2025-10-09
"MacBook Pro 17""",Apple,"8306 Mills Drive, Miami,FL",,Computer,2024-05-16 12:38:19,"P1000890 - Apple MacBook Pro 17""",P1000890,2023-10-03 0:00:00,Adela Cervantsz,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:14:17,admin,,Customer Support,,global,/,0,,Installed,2023-07-07 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100011,,2023-05-22,FALSE,WLG-106-D97756-CF,FALSE,Computer,/!!/!2/!(,system,7,Apple,2026-07-06
"MacBook Pro 17""",Apple,"3 Whitehall Court, London",,Computer,2024-05-16 12:38:20,"P1000851 - Apple MacBook Pro 17""",P1000851,2022-08-20 1:00:00,Helga Windle,FALSE,FALSE,Hardware,,ACME UK,"2,499.99",Customer Support,USD,2012-02-18 0:13:53,admin,,Customer Support,,global,/,0,,Installed,2022-03-04 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100005,,2021-10-20,FALSE,KOJ-557-P17994-BD,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-03-04
"MacBook Pro 17""",Apple,"815 E Street, San Diego,CA",,Computer,2024-05-16 12:38:21,"P1000875 - Apple MacBook Pro 17""",P1000875,2023-09-11 0:00:00,Lyndon Bellerdine,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:14:13,admin,,Customer Support,,global,/,0,,Installed,2023-03-20 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100010,,2023-01-20,FALSE,TWO-862-P54047-SL,FALSE,Computer,/!!/!2/!(,system,7,Apple,2026-03-19
"MacBook Pro 17""",Apple,"Bockenheimer Landstraße 123, Frankfurt",,Computer,2024-05-16 12:38:23,"P1000790 - Apple MacBook Pro 17""",P1000790,2023-05-07 1:00:00,Kay Ganguli,FALSE,FALSE,Hardware,,ACME Germany,"2,499.99",Customer Support,USD,2012-02-18 0:14:13,admin,,Customer Support,,global,/,0,,Installed,2023-02-25 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100010,,2023-01-20,FALSE,LVD-866-V31152-PA,FALSE,Computer,/!!/!2/!(,system,6,Apple,2026-02-25
"MacBook Pro 17""",Apple,"Via Nomentana 56, Rome",,Computer,2024-05-16 12:38:24,"P1000796 - Apple MacBook Pro 17""",P1000796,2022-09-27 0:00:00,Ray Srock,FALSE,FALSE,Hardware,,ACME Italy,"2,499.99",Customer Support,USD,2012-02-18 0:13:56,admin,,Customer Support,,global,/,0,,Installed,2022-04-07 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100006,,2022-02-20,FALSE,WJA-754-O39571-UM,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-04-06
"MacBook Pro 17""",Apple,"27, Boulevard Vitton, Paris",,Computer,2024-05-16 12:38:13,"P1000765 - Apple MacBook Pro 17""",P1000765,2023-02-09 23:00:00,Viola Mcsorley,FALSE,FALSE,Hardware,,ACME France,"2,499.99",Customer Support,USD,2012-02-18 0:14:09,admin,,Customer Support,,global,/,0,,Installed,2022-11-06 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100008,,2022-08-20,FALSE,SKI-245-K68030-RG,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-11-05
"MacBook Pro 17""",Apple,"8306 Mills Drive, Miami,FL",,Computer,2024-05-16 12:38:14,"P1000872 - Apple MacBook Pro 17""",P1000872,2021-12-26 23:00:00,Mitzi Ihenyen,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:13:40,admin,,Customer Support,,global,/,0,,Installed,2021-08-15 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100002,,2021-06-22,FALSE,VGC-178-S62655-OV,FALSE,Computer,/!!/!2/!(,system,7,Apple,2024-08-14
"MacBook Pro 17""",Apple,"3 Whitehall Court, London",,Computer,2024-05-16 12:38:29,"P1000832 - Apple MacBook Pro 17""",P1000832,2023-07-03 1:00:00,Vivian Brzostowski,FALSE,FALSE,Hardware,,ACME UK,"2,499.99",Customer Support,USD,2012-02-18 0:14:13,admin,,Customer Support,,global,/,0,,Installed,2023-04-08 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100010,,2023-01-20,FALSE,VOB-877-C30980-JL,FALSE,Computer,/!!/!2/!(,system,6,Apple,2026-04-07
"MacBook Pro 17""",Apple,"153 South Sierra Avenue, Solana Beach,CA",,Computer,2024-05-16 12:38:29,"P1000391 - Apple MacBook Pro 17""",P1000391,2022-08-09 1:00:00,Wilmer Constantineau,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Engineering,USD,2012-02-18 0:13:58,admin,,Development,,global,/,0,,Installed,2022-05-01 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100006,,2022-02-20,FALSE,RAE-889-J83947-TD,FALSE,Computer,/!!/!2/!(,system,7,Apple,2025-04-30
"MacBook Pro 17""",Apple,"946 Donax Avenue, Imperial Beach,CA",,Computer,2024-05-16 12:38:29,"P1000411 - Apple MacBook Pro 17""",P1000411,2022-02-03 23:00:00,Conrad Lanfear,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Engineering,USD,2012-02-18 0:13:45,admin,,Development,,global,/,0,,Installed,2021-08-28 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100003,,2021-07-23,FALSE,RRR-458-H72900-IT,FALSE,Computer,/!!/!2/!(,system,7,Apple,2024-08-27
"MacBook Pro 17""",Apple,"2500 West Daming Road, Shanghai",,Computer,2024-05-16 12:38:31,"P1000758 - Apple MacBook Pro 17""",P1000758,2021-10-25 0:00:00,Jimmie Kertzman,FALSE,FALSE,Hardware,,ACME China,"2,499.99",Customer Support,USD,2012-02-18 0:13:41,admin,,Customer Support,,global,/,0,,Installed,2021-09-01 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100003,,2021-07-23,FALSE,QKC-887-J13121-KF,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-08-31
"MacBook Pro 17""",Apple,"27, Boulevard Vitton, Paris",,Computer,2024-05-16 12:38:32,"P1000770 - Apple MacBook Pro 17""",P1000770,2022-07-22 1:00:00,Marlene Hammeren,FALSE,FALSE,Hardware,,ACME France,"2,499.99",Customer Support,USD,2012-02-18 0:13:57,admin,,Customer Support,,global,/,0,,Installed,2022-06-01 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100006,,2022-02-20,FALSE,RUK-381-D91456-SV,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-05-31
"MacBook Pro 17""",Apple,"Carrera 54 No. 49 - 31, Medellin",,Computer,2024-05-16 12:38:33,"P1000828 - Apple MacBook Pro 17""",P1000828,2023-03-30 0:00:00,Delmer Delucas,FALSE,FALSE,Hardware,,ACME South America,"2,499.99",Customer Support,USD,2012-02-18 0:14:10,admin,,Customer Support,,global,/,0,,Installed,2022-11-11 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100008,,2022-08-20,FALSE,AHA-439-E81124-FU,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-11-11
"MacBook Pro 17""",Apple,"2-10-1 Yurakucho, Chiyoda-ku, Tokyo",,Computer,2024-05-16 12:38:34,"P1000817 - Apple MacBook Pro 17""",P1000817,2022-01-01 23:00:00,Derek Kreutzbender,FALSE,FALSE,Hardware,,ACME Japan,"2,499.99",Customer Support,USD,2012-02-18 0:13:41,admin,,Customer Support,,global,/,0,,Installed,2021-08-21 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100003,,2021-07-23,FALSE,BKN-704-U36794-HI,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-08-20
"MacBook Pro 17""",Apple,"27, Boulevard Vitton, Paris",,Computer,2024-05-16 12:38:35,"P1000769 - Apple MacBook Pro 17""",P1000769,2023-12-28 23:00:00,Petra Mcnichol,FALSE,FALSE,Hardware,,ACME France,"2,499.99",Customer Support,USD,2012-02-18 0:14:18,admin,,Customer Support,,global,/,0,,Installed,2023-07-28 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100012,,2023-06-22,FALSE,SJQ-725-V22838-QD,FALSE,Computer,/!!/!2/!(,system,6,Apple,2026-07-27
"MacBook Pro 17""",Apple,"Bockenheimer Landstraße 123, Frankfurt",,Computer,2024-05-16 12:38:25,"P1000782 - Apple MacBook Pro 17""",P1000782,2022-05-22 1:00:00,Millicent Ekstrom,FALSE,FALSE,Hardware,,ACME Germany,"2,499.99",Customer Support,USD,2012-02-18 0:13:50,admin,,Customer Support,,global,/,0,,Installed,2022-01-24 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100005,,2021-10-20,FALSE,FPN-166-Q23427-XF,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-01-24
"MacBook Pro 17""",Apple,"2-10-1 Yurakucho, Chiyoda-ku, Tokyo",,Computer,2024-05-16 12:38:25,"P1000819 - Apple MacBook Pro 17""",P1000819,2022-08-03 1:00:00,Danny Dales,FALSE,FALSE,Hardware,,ACME Japan,"2,499.99",Customer Support,USD,2012-02-18 0:14:05,admin,,Customer Support,,global,/,0,,Installed,2022-07-04 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100007,,2022-05-22,FALSE,UIO-481-P91431-ME,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-07-03
"MacBook Pro 17""",Apple,"3 Whitehall Court, London",,Computer,2024-05-16 12:38:26,"P1000854 - Apple MacBook Pro 17""",P1000854,2023-07-06 1:00:00,Geri Forness,FALSE,FALSE,Hardware,,ACME UK,"2,499.99",Customer Support,USD,2012-02-18 0:14:14,admin,,Customer Support,,global,/,0,,Installed,2023-05-01 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100010,,2023-01-20,FALSE,LPQ-744-S69965-EM,FALSE,Computer,/!!/!2/!(,system,6,Apple,2026-04-30
"MacBook Pro 17""",Apple,"3 Whitehall Court, London",,Computer,2024-05-16 12:38:26,"P1000858 - Apple MacBook Pro 17""",P1000858,2023-08-24 1:00:00,Carmel Overfelt,FALSE,FALSE,Hardware,,ACME UK,"2,499.99",Customer Support,USD,2012-02-18 0:14:18,admin,,Customer Support,,global,/,0,,Installed,2023-07-22 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100012,,2023-06-22,FALSE,DOV-822-F91292-MF,FALSE,Computer,/!!/!2/!(,system,6,Apple,2026-07-21
"MacBook Pro 17""",Apple,"Bockenheimer Landstraße 123, Frankfurt",,Computer,2024-05-16 12:38:27,"P1000792 - Apple MacBook Pro 17""",P1000792,2022-04-13 0:00:00,Ed Gompf,FALSE,FALSE,Hardware,,ACME Germany,"2,499.99",Customer Support,USD,2012-02-18 0:13:45,admin,,Customer Support,,global,/,0,,Installed,2021-10-18 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100004,,2021-09-20,FALSE,SND-192-O43721-HC,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-10-17
"MacBook Pro 17""",Apple,"650 Dennery Road #102, San Diego,CA",,Computer,2024-05-16 12:38:41,"P1000403 - Apple MacBook Pro 17""",P1000403,2022-04-29 1:00:00,John Chipley,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Engineering,USD,2012-02-18 0:13:54,admin,,Development,,global,/,0,,Installed,2021-12-16 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100005,,2021-10-20,FALSE,NMR-789-T48687-TJ,FALSE,Computer,/!!/!2/!(,system,7,Apple,2024-12-16
"MacBook Pro 17""",Apple,"815 E Street, San Diego,CA",,Computer,2024-05-16 12:38:42,"P1000863 - Apple MacBook Pro 17""",P1000863,2021-11-02 0:00:00,Tricia Kruss,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:13:42,admin,,Customer Support,,global,/,0,,Installed,2021-09-12 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100003,,2021-07-23,FALSE,UNK-814-U38665-OQ,FALSE,Computer,/!!/!2/!(,system,7,Apple,2024-09-11
"MacBook Pro 17""",Apple,"946 Donax Avenue, Imperial Beach,CA",,Computer,2024-05-16 12:38:46,"P1000394 - Apple MacBook Pro 17""",P1000394,2023-02-23 23:00:00,Ramon Amaral,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Engineering,USD,2012-02-18 0:14:10,admin,,Development,,global,/,0,,Installed,2022-10-16 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100008,,2022-08-20,FALSE,LUW-832-H29952-XA,FALSE,Computer,/!!/!2/!(,system,7,Apple,2025-10-15
"MacBook Pro 17""",Apple,"27, Boulevard Vitton, Paris",,Computer,2024-05-16 12:40:50,"P1000768 - Apple MacBook Pro 17""",P1000768,2022-01-12 23:00:00,Quintin Isacson,FALSE,FALSE,Hardware,,ACME France,"2,499.99",Customer Support,USD,2012-02-18 0:13:38,admin,,Customer Support,,global,/,0,,Installed,2021-07-25 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100002,,2021-06-22,FALSE,SLX-962-N97655-VR,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-07-24
"MacBook Pro 17""",Apple,"3 Whitehall Court, London",,Computer,2024-05-16 12:40:51,"P1000839 - Apple MacBook Pro 17""",P1000839,2023-09-22 0:00:00,Nathanial Phoenix,FALSE,FALSE,Hardware,,ACME UK,"2,499.99",Customer Support,USD,2012-02-18 0:14:15,admin,,Customer Support,,global,/,0,,Installed,2023-06-03 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100010,,2023-01-20,FALSE,UPJ-344-H54266-UQ,FALSE,Computer,/!!/!2/!(,system,6,Apple,2026-06-02
"MacBook Pro 17""",Apple,"3 Whitehall Court, London",,Computer,2024-05-16 12:40:52,"P1000841 - Apple MacBook Pro 17""",P1000841,2022-10-16 0:00:00,Meredith Ivrin,FALSE,FALSE,Hardware,,ACME UK,"2,499.99",Customer Support,USD,2012-02-18 0:14:06,admin,,Customer Support,,global,/,0,,Installed,2022-07-28 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100007,,2022-05-22,FALSE,ISC-564-I33927-FM,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-07-27
"MacBook Pro 17""",Apple,"Bockenheimer Landstraße 123, Frankfurt",,Computer,2024-05-16 12:40:53,"P1000788 - Apple MacBook Pro 17""",P1000788,2022-04-24 0:00:00,Kennith Kirklin,FALSE,FALSE,Hardware,,ACME Germany,"2,499.99",Customer Support,USD,2012-02-18 0:13:51,admin,,Customer Support,,global,/,0,,Installed,2022-02-02 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100005,,2021-10-20,FALSE,RHP-802-H28944-CE,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-02-02
"MacBook Pro 17""",Apple,"Bockenheimer Landstraße 123, Frankfurt",,Computer,2024-05-16 12:40:53,"P1000787 - Apple MacBook Pro 17""",P1000787,2021-11-04 0:00:00,Lashonda Enote,FALSE,FALSE,Hardware,,ACME Germany,"2,499.99",Customer Support,USD,2012-02-18 0:13:38,admin,,Customer Support,,global,/,0,,Installed,2021-07-02 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100001,,2021-05-22,FALSE,CFC-429-X27955-HB,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-07-01
"MacBook Pro 17""",Apple,"Bockenheimer Landstraße 123, Frankfurt",,Computer,2024-05-16 12:40:53,"P1000789 - Apple MacBook Pro 17""",P1000789,2023-08-28 1:00:00,Keisha Ransonet,FALSE,FALSE,Hardware,,ACME Germany,"2,499.99",Customer Support,USD,2012-02-18 0:14:14,admin,,Customer Support,,global,/,0,,Installed,2023-05-10 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100010,,2023-01-20,FALSE,NDR-589-B14080-PB,FALSE,Computer,/!!/!2/!(,system,6,Apple,2026-05-09
"MacBook Pro 17""",Apple,"248 Abbotsford Road, Brisbane",,Computer,2024-05-16 12:40:54,"P1000746 - Apple MacBook Pro 17""",P1000746,2022-01-14 23:00:00,Peggy Hohlstein,FALSE,FALSE,Hardware,,ACME Australia,"2,499.99",Customer Support,USD,2012-02-18 0:13:46,admin,,Customer Support,,global,/,0,,Installed,2021-11-24 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100004,,2021-09-20,FALSE,BKQ-246-F62655-OE,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-11-24
"MacBook Pro 17""",Apple,"946 Donax Avenue, Imperial Beach,CA",,Computer,2024-05-16 12:38:37,"P1000398 - Apple MacBook Pro 17""",P1000398,2022-09-06 0:00:00,Krystle Stika,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Engineering,USD,2012-02-18 0:13:58,admin,,Development,,global,/,0,,Installed,2022-06-16 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100006,,2022-02-20,FALSE,LJL-711-D33540-CH,FALSE,Computer,/!!/!2/!(,system,7,Apple,2025-06-15
"MacBook Pro 17""",Apple,"2-10-1 Yurakucho, Chiyoda-ku, Tokyo",,Computer,2024-05-16 12:40:58,"P1000806 - Apple MacBook Pro 17""",P1000806,2023-03-16 0:00:00,Melvin Auteri,FALSE,FALSE,Hardware,,ACME Japan,"2,499.99",Customer Support,USD,2012-02-18 0:14:12,admin,,Customer Support,,global,/,0,,Installed,2022-12-02 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100009,,2022-10-20,FALSE,PAD-911-W45602-TH,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-12-02
"MacBook Pro 17""",Apple,"27, Boulevard Vitton, Paris",,Computer,2024-05-16 12:40:58,"P1000772 - Apple MacBook Pro 17""",P1000772,2022-01-13 23:00:00,Kris Persson,FALSE,FALSE,Hardware,,ACME France,"2,499.99",Customer Support,USD,2012-02-18 0:13:39,admin,,Customer Support,,global,/,0,,Installed,2021-08-03 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100002,,2021-06-22,FALSE,EGK-857-I35876-XM,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-08-02
"MacBook Pro 17""",Apple,"2-10-1 Yurakucho, Chiyoda-ku, Tokyo",,Computer,2024-05-16 12:40:59,"P1000809 - Apple MacBook Pro 17""",P1000809,2022-10-22 0:00:00,Lucius Bagnoli,FALSE,FALSE,Hardware,,ACME Japan,"2,499.99",Customer Support,USD,2012-02-18 0:14:03,admin,,Customer Support,,global,/,0,,Installed,2022-06-19 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100007,,2022-05-22,FALSE,IFN-341-N74028-OR,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-06-18
"MacBook Pro 17""",Apple,"2500 West Daming Road, Shanghai",,Computer,2024-05-16 12:41:00,"P1000753 - Apple MacBook Pro 17""",P1000753,2022-11-30 23:00:00,Veronica Achorn,FALSE,FALSE,Hardware,,ACME China,"2,499.99",Customer Support,USD,2012-02-18 0:14:08,admin,,Customer Support,,global,/,0,,Installed,2022-09-06 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100007,,2022-05-22,FALSE,QMA-816-A63783-ON,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-09-05
"MacBook Pro 17""",Apple,"27, Boulevard Vitton, Paris",,Computer,2024-05-16 12:41:01,"P1000766 - Apple MacBook Pro 17""",P1000766,2022-01-17 23:00:00,Tiffany Knust,FALSE,FALSE,Hardware,,ACME France,"2,499.99",Customer Support,USD,2012-02-18 0:13:43,admin,,Customer Support,,global,/,0,,Installed,2021-09-19 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100003,,2021-07-23,FALSE,TJU-294-E50433-CX,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-09-18
"MacBook Pro 17""",Apple,"153 South Sierra Avenue, Solana Beach,CA",,Computer,2024-05-16 12:41:02,"P1000401 - Apple MacBook Pro 17""",P1000401,2022-02-19 23:00:00,Karla Ken,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Engineering,USD,2012-02-18 0:13:47,admin,,Development,,global,/,0,,Installed,2021-11-27 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100004,,2021-09-20,FALSE,LEK-575-A89372-XW,FALSE,Computer,/!!/!2/!(,system,7,Apple,2024-11-27
"MacBook Pro 17""",Apple,"Bockenheimer Landstraße 123, Frankfurt",,Computer,2024-05-16 12:40:55,"P1000779 - Apple MacBook Pro 17""",P1000779,2023-05-29 1:00:00,Rosanna Sandrock,FALSE,FALSE,Hardware,,ACME Germany,"2,499.99",Customer Support,USD,2012-02-18 0:14:12,admin,,Customer Support,,global,/,0,,Installed,2022-12-23 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100009,,2022-10-20,FALSE,SBC-363-P72805-XS,FALSE,Computer,/!!/!2/!(,system,6,Apple,2025-12-23
"MacBook Pro 17""",Apple,"8306 Mills Drive, Miami,FL",,Computer,2024-05-16 12:40:55,"P1000864 - Apple MacBook Pro 17""",P1000864,2023-02-25 23:00:00,Sue Haakinson,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:14:12,admin,,Customer Support,,global,/,0,,Installed,2023-01-21 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100009,,2022-10-20,FALSE,WHM-169-T51623-TU,FALSE,Computer,/!!/!2/!(,system,7,Apple,2026-01-21
"MacBook Pro 17""",Apple,"946 Donax Avenue, Imperial Beach,CA",,Computer,2024-05-16 12:40:55,"P1000406 - Apple MacBook Pro 17""",P1000406,2022-07-11 1:00:00,Eva Seahorn,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Engineering,USD,2012-02-18 0:13:55,admin,,Development,,global,/,0,,Installed,2022-02-15 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100005,,2021-10-20,FALSE,APT-932-E53341-UB,FALSE,Computer,/!!/!2/!(,system,7,Apple,2025-02-15
"MacBook Pro 17""",Apple,"Via Nomentana 56, Rome",,Computer,2024-05-16 12:41:07,"P1000797 - Apple MacBook Pro 17""",P1000797,2022-03-03 23:00:00,Marshall Hutch,FALSE,FALSE,Hardware,,ACME Italy,"2,499.99",Customer Support,USD,2012-02-18 0:13:48,admin,,Customer Support,,global,/,0,,Installed,2021-12-26 23:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100005,,2021-10-20,FALSE,KSM-257-B54725-DA,FALSE,Computer,/!!/!2/!(,system,6,Apple,2024-12-26
"MacBook Pro 17""",Apple,"815 E Street, San Diego,CA",,Computer,2024-05-16 12:41:08,"P1000874 - Apple MacBook Pro 17""",P1000874,2023-09-09 0:00:00,Mabel Weeden,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:14:13,admin,,Customer Support,,global,/,0,,Installed,2023-04-05 0:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100010,,2023-01-20,FALSE,ENB-643-D44680-RB,FALSE,Computer,/!!/!2/!(,system,7,Apple,2026-04-04
"MacBook Pro 17""",Apple,"815 E Street, San Diego,CA",,Computer,2024-05-16 12:41:08,"P1000880 - Apple MacBook Pro 17""",P1000880,2023-12-14 23:00:00,Jarvis Galas,FALSE,FALSE,Hardware,,ACME North America,"2,499.99",Customer Support,USD,2012-02-18 0:14:16,admin,,Customer Support,,global,/,0,,Installed,2023-07-04 1:00:00,,"Apple MacBook Pro 17""",,FALSE,,Operational,PO100011,,2023-05-22,FALSE,STF-791-X94306-OU,FALSE,Computer,/!!/!2/!(,system,7,Apple,2026-07-03
